Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss
0,-1.06240007567,-4.32363056651,1.228036417e-08,46,21.1986351195,1608608118.68,2.41209521591,-1.87566563346,-14.7570334997,5.0,1.4221701215e-16,-0.0117478672525,0.0,0.00755274059567,0.0117478672525
1,-1.20743669033,-4.52939510049,0.139561051701,47,21.1927874101,1599228896.16,1.69506662685,-1.98779013878,-7.78876362228,4.99590774332,-5.83561804362e-17,-0.0168435454173,0.0,0.00736394119139,0.0168435454173
2,-0.7652230836,-3.55152028609,-0.168575275255,47,21.200528774,1611657152.67,1.37686198215,-1.82825120614,-6.95330527798,5.00155462521,2.49287457767e-16,-0.0111983822135,0.0,0.00719650197215,0.0111983822135
3,-0.607128120291,-2.92336164357,0.0369102050396,48,21.1747234623,1570599864.06,1.03250637809,-1.86904604939,-6.75700479552,4.98329355999,-2.68408908928e-16,-0.0163966778703,0.0,0.0068803889094,0.0163966778703
4,-0.541985178363,-2.80377654662,0.280543045979,48,21.1730831026,1568025627.21,1.0608513105,-1.8167017914,-8.63552591616,4.98220586836,5.3887314738e-17,-0.0113964250405,0.0,0.00642697894411,0.0113964250405
5,-0.426556706018,-2.3715916113,0.486989230981,47,21.1880370043,1591649925.71,0.476791573844,-1.76585026527,-3.86111337673,4.9929170043,5.04666681729e-17,-0.0121750951196,0.0,0.00775788323347,0.0121750951196
6,-0.438878571667,-2.39748349454,0.578634280012,47,21.1975329128,1606836076.84,0.633370443678,-1.83415690107,-5.52932538028,4.99990373371,-1.49734745396e-17,-0.010206725873,0.0,0.00914450246141,0.010206725873
7,-0.364725866117,-2.20221016632,0.753140072472,47,21.1976345399,1606999383.2,0.37672953656,-1.81212984986,-3.35771556678,5.0003904821,2.23116016608e-16,-0.0149035582157,0.0,0.00777478192436,0.0149035582157
8,-0.347009222839,-2.09180621278,0.890495749619,47,21.1909080887,1596226253.46,0.238171173208,-1.74582966376,-2.78602494427,4.99569236284,-5.69592682199e-17,-0.0123931687959,0.0,0.0082734964779,0.0123931687959
9,-0.313058843127,-2.02569933672,0.905253826911,46,21.1823628695,1582644263.29,0.169477029847,-1.74377050893,-2.41113534059,4.99009605746,-3.34895036399e-17,-0.0112623136187,0.0,0.00805859735735,0.0112623136187
10,-0.318675644163,-2.05219863578,0.901160806633,46,21.1755388863,1571881091.13,0.228848162748,-1.72677914098,-2.62384769081,4.98518040269,2.60833689967e-16,-0.0138946956724,0.0,0.00708062720754,0.0138946956724
11,-0.276314854872,-1.91640281101,0.955676306155,45,21.1632195213,1552635305.49,0.119340963575,-1.70877227221,-2.42435186218,4.97600777416,-5.85583449823e-16,-0.0119249317365,0.0,0.00724519303425,0.0119249317365
12,-0.267162482801,-1.89945863246,0.97630556531,45,21.2044057726,1617917673.43,0.0899743069979,-1.78064554661,-2.18768572665,5.00523570883,-1.62220364937e-18,-0.010246786374,0.0,0.00751114906715,0.010246786374
13,-0.26173100953,-1.87740926912,0.983971275142,45,21.2108362766,1628355222.86,0.0765964191832,-1.6870832944,-2.06393732052,5.01001906304,-1.75302953477e-16,-0.0117822076669,0.0,0.00782650617441,0.0117822076669
14,-0.256579100578,-1.86372128289,0.982225077252,44,21.1945490645,1602048667.73,0.0850416028553,-1.70749075861,-2.14155761281,4.99903437806,1.99099554922e-16,-0.0106600139276,0.0,0.00808249623328,0.0106600139276
15,-0.251139831548,-1.87548198377,0.979945914365,44,21.194183755,1601463531.02,0.0944197146608,-1.73193570874,-2.22802323172,4.99833732504,-1.78769753188e-16,-0.0135137869659,0.0,0.00849443566845,0.0135137869659
16,-0.244690444051,-1.87593920287,0.984303594001,43,21.2022282303,1614398422.28,0.0780370865236,-1.71613192114,-2.14336289486,5.00414616606,-2.39495084661e-16,-0.0140959024615,0.0,0.00835810276912,0.0140959024615
17,-0.235946390967,-1.85206654817,0.986224884227,43,21.1922332837,1598342966.6,0.0725064428944,-1.72379704362,-2.02400891319,4.99678407218,-4.79481601808e-17,-0.00999888937449,0.0,0.00666463762494,0.00999888937449
18,-0.233140454392,-1.85678120305,0.987898934945,43,21.199589024,1610143309.29,0.0804642819969,-1.70832749169,-2.03310002345,5.00164761127,-2.36403750452e-16,-0.0112827076475,0.0,0.00693906714893,0.0112827076475
19,-0.238806557159,-1.85730294802,0.985453444946,43,21.1878841083,1591406587.37,0.0892190076544,-1.6972728515,-2.13740975594,4.99348196382,3.54525745381e-16,-0.0124887825915,0.0,0.00847241325515,0.0124887825915
20,-0.227095736205,-1.86182715188,0.987098015772,42,21.2147950842,1634814344.69,0.0760095953174,-1.73675617051,-2.18032999282,5.01278670421,-7.36485668716e-17,-0.0132319175095,0.0,0.0093236678706,0.0132319175095
21,-0.218437162047,-1.8315633284,0.989415416627,42,21.1978439052,1607335868.42,0.0620153068806,-1.71968180908,-1.95038522414,5.00125203286,-1.5562859643e-16,-0.0127094205419,0.0,0.00699233274172,0.0127094205419
22,-0.214440036269,-1.83512229804,0.992332914172,42,21.1984458581,1608303700.13,0.0484165268834,-1.72127234098,-1.91783512118,5.00208725714,-2.14635854613e-17,-0.0130045420747,0.0,0.00654173592427,0.0130045420747
23,-0.204467225426,-1.83450215703,0.99095848062,41,21.212283888,1630714155.41,0.0611940891713,-1.7004302137,-1.9726617384,5.01224213884,5.66653650466e-17,-0.0103089841556,0.0,0.00960976711311,0.0103089841556
24,-0.202626028916,-1.83159880748,0.990775664627,40,21.2145625223,1634434193.31,0.0533131558558,-1.70589709747,-1.9327762284,5.01443737922,-1.67808425212e-16,-0.0134305025624,0.0,0.00677502551609,0.0134305025624
25,-0.197268987132,-1.86939379041,0.988394605881,39,21.194732231,1602342136.23,0.076811500946,-1.7460385654,-2.03792291597,5.00159339478,-6.08543821385e-17,-0.0140124746613,0.0,0.00811930457562,0.0140124746613
26,-0.18358090301,-1.83107462063,0.989562134425,38,21.1801666318,1579172214.49,0.0608557355547,-1.70325392392,-1.97345608864,4.9919065793,-4.41204072555e-17,-0.0151348140411,0.0,0.00728355149936,0.0151348140411
